nct_id,Type,Value,Action
NCT02277561,Tag,Performance|Karnofsky|90,Add
NCT02278510,Tag,Performance|Karnofsky|90,Add
NCT02279992,Tag,Performance|Karnofsky|90,Add
NCT02285439,Tag,Performance|Karnofsky|90,Add
NCT02285959,Tag,Performance|Karnofsky|90,Add
NCT02286167,Tag,Performance|Karnofsky|90,Add
NCT02287428,Tag,Performance|Karnofsky|90,Add
NCT02296476,Tag,Performance|Karnofsky|90,Add
NCT02303678,Tag,Performance|Karnofsky|90,Add
NCT02303938,Tag,Performance|Karnofsky|90,Add
NCT02305056,Tag,Performance|Karnofsky|90,Add
NCT02311556,Tag,Performance|Karnofsky|90,Add
NCT02311920,Tag,Performance|Karnofsky|90,Add
NCT02313272,Tag,Performance|Karnofsky|90,Add
NCT02320058,Tag,Performance|Karnofsky|90,Add
NCT02330562,Tag,Performance|Karnofsky|90,Add
NCT02332889,Tag,Performance|Karnofsky|90,Add
NCT02336165,Tag,Performance|Karnofsky|90,Add
NCT02337686,Tag,Performance|Karnofsky|90,Add
NCT02338011,Tag,Performance|Karnofsky|90,Add
NCT02338037,Tag,Performance|Karnofsky|90,Add
NCT02340156,Tag,Performance|Karnofsky|90,Add
NCT02342379,Tag,Performance|Karnofsky|90,Add
NCT02343224,Tag,Performance|Karnofsky|90,Add
NCT02344355,Tag,Performance|Karnofsky|90,Add
NCT02345824,Tag,Performance|Karnofsky|90,Add
NCT02348255,Tag,Performance|Karnofsky|90,Add
NCT02353000,Tag,Performance|Karnofsky|90,Add
NCT02355613,Tag,Performance|Karnofsky|90,Add
NCT02359565,Tag,Performance|Karnofsky|90,Add
NCT02360215,Tag,Performance|Karnofsky|90,Add
NCT02363075,Tag,Performance|Karnofsky|90,Add
NCT02363933,Tag,Performance|Karnofsky|90,Add
NCT02366728,Tag,Performance|Karnofsky|90,Add
NCT02370563,Tag,Performance|Karnofsky|90,Add
NCT02371031,Tag,Performance|Karnofsky|90,Add
NCT02372409,Tag,Performance|Karnofsky|90,Add
NCT02381886,Tag,Performance|Karnofsky|90,Add
NCT02386826,Tag,Performance|Karnofsky|90,Add
NCT02388659,Tag,Performance|Karnofsky|90,Add
NCT02389738,Tag,Performance|Karnofsky|90,Add
NCT02390752,Tag,Performance|Karnofsky|90,Add
NCT02393131,Tag,Performance|Karnofsky|90,Add
NCT02394665,Tag,Performance|Karnofsky|90,Add
NCT02395692,Tag,Performance|Karnofsky|90,Add
NCT02410577,Tag,Performance|Karnofsky|90,Add
NCT02415153,Tag,Performance|Karnofsky|90,Add
NCT02423525,Tag,Performance|Karnofsky|90,Add
NCT02433392,Tag,Performance|Karnofsky|90,Add
NCT02441062,Tag,Performance|Karnofsky|90,Add
NCT02441088,Tag,Performance|Karnofsky|90,Add
NCT02441322,Tag,Performance|Karnofsky|90,Add
NCT02442297,Tag,Performance|Karnofsky|90,Add
NCT02444000,Tag,Performance|Karnofsky|90,Add
NCT02451215,Tag,Performance|Karnofsky|90,Add
NCT02452294,Tag,Performance|Karnofsky|90,Add
NCT02454634,Tag,Performance|Karnofsky|90,Add
NCT02458339,Tag,Performance|Karnofsky|90,Add
NCT02460068,Tag,Performance|Karnofsky|90,Add
NCT02478164,Tag,Performance|Karnofsky|90,Add
NCT02481154,Tag,Performance|Karnofsky|90,Add
NCT02481960,Tag,Performance|Karnofsky|90,Add
NCT02484755,Tag,Performance|Karnofsky|90,Add
NCT02490878,Tag,Performance|Karnofsky|90,Add
NCT02490930,Tag,Performance|Karnofsky|90,Add
NCT02496741,Tag,Performance|Karnofsky|90,Add
NCT02498951,Tag,Performance|Karnofsky|90,Add
NCT02504788,Tag,Performance|Karnofsky|90,Add
NCT02507583,Tag,Performance|Karnofsky|90,Add
NCT02510950,Tag,Performance|Karnofsky|90,Add
NCT02514915,Tag,Performance|Karnofsky|90,Add
NCT02529072,Tag,Performance|Karnofsky|90,Add
NCT02530320,Tag,Performance|Karnofsky|90,Add
NCT02530502,Tag,Performance|Karnofsky|90,Add
NCT02540161,Tag,Performance|Karnofsky|90,Add
NCT02541370,Tag,Performance|Karnofsky|90,Add
NCT02549833,Tag,Performance|Karnofsky|90,Add
NCT02550249,Tag,Performance|Karnofsky|90,Add
NCT02563925,Tag,Performance|Karnofsky|90,Add
NCT02564198,Tag,Performance|Karnofsky|90,Add
NCT02565433,Tag,Performance|Karnofsky|90,Add
NCT02567643,Tag,Performance|Karnofsky|90,Add
NCT02571530,Tag,Performance|Karnofsky|90,Add
NCT02573324,Tag,Performance|Karnofsky|90,Add
NCT02575027,Tag,Performance|Karnofsky|90,Add
NCT02576665,Tag,Performance|Karnofsky|90,Add
NCT02586857,Tag,Performance|Karnofsky|90,Add
NCT02589522,Tag,Performance|Karnofsky|90,Add
NCT02590263,Tag,Performance|Karnofsky|90,Add
NCT02598427,Tag,Performance|Karnofsky|90,Add
NCT02603692,Tag,Performance|Karnofsky|90,Add
NCT02605746,Tag,Performance|Karnofsky|90,Add
NCT02607124,Tag,Performance|Karnofsky|90,Add
NCT02616393,Tag,Performance|Karnofsky|90,Add
NCT02617134,Tag,Performance|Karnofsky|90,Add
NCT02617589,Tag,Performance|Karnofsky|90,Add
NCT02624388,Tag,Performance|Karnofsky|90,Add
NCT02626364,Tag,Performance|Karnofsky|90,Add
NCT02632370,Tag,Performance|Karnofsky|90,Add
NCT02636634,Tag,Performance|Karnofsky|90,Add
NCT02639546,Tag,Performance|Karnofsky|90,Add
NCT02644291,Tag,Performance|Karnofsky|90,Add
NCT02644460,Tag,Performance|Karnofsky|90,Add
NCT02644512,Tag,Performance|Karnofsky|90,Add
NCT02648997,Tag,Performance|Karnofsky|90,Add
NCT02650401,Tag,Performance|Karnofsky|90,Add
NCT02650752,Tag,Performance|Karnofsky|90,Add
NCT02654041,Tag,Performance|Karnofsky|90,Add
NCT02654964,Tag,Performance|Karnofsky|90,Add
NCT02655536,Tag,Performance|Karnofsky|90,Add
NCT02658279,Tag,Performance|Karnofsky|90,Add
NCT02658981,Tag,Performance|Karnofsky|90,Add
NCT02659800,Tag,Performance|Karnofsky|90,Add
NCT02663440,Tag,Performance|Karnofsky|90,Add
NCT02667587,Tag,Performance|Karnofsky|90,Add
NCT02669914,Tag,Performance|Karnofsky|90,Add
NCT02672995,Tag,Performance|Karnofsky|90,Add
NCT02676687,Tag,Performance|Karnofsky|90,Add
NCT02678975,Tag,Performance|Karnofsky|90,Add
NCT02685605,Tag,Performance|Karnofsky|90,Add
NCT02693990,Tag,Performance|Karnofsky|90,Add
NCT02696993,Tag,Performance|Karnofsky|90,Add
NCT02698254,Tag,Performance|Karnofsky|90,Add
NCT02704858,Tag,Performance|Karnofsky|90,Add
NCT02709616,Tag,Performance|Karnofsky|90,Add
NCT02711137,Tag,Performance|Karnofsky|90,Add
NCT02715297,Tag,Performance|Karnofsky|90,Add
NCT02715609,Tag,Performance|Karnofsky|90,Add
NCT02717455,Tag,Performance|Karnofsky|90,Add
NCT02718443,Tag,Performance|Karnofsky|90,Add
NCT02722512,Tag,Performance|Karnofsky|90,Add
NCT02725684,Tag,Performance|Karnofsky|90,Add
NCT02743078,Tag,Performance|Karnofsky|90,Add
NCT02747407,Tag,Performance|Karnofsky|90,Add
NCT02748135,Tag,Performance|Karnofsky|90,Add
NCT02753790,Tag,Performance|Karnofsky|90,Add
NCT02761070,Tag,Performance|Karnofsky|90,Add
NCT02764151,Tag,Performance|Karnofsky|90,Add
NCT02765165,Tag,Performance|Karnofsky|90,Add
NCT02766270,Tag,Performance|Karnofsky|90,Add
NCT02766699,Tag,Performance|Karnofsky|90,Add
NCT02768337,Tag,Performance|Karnofsky|90,Add
NCT02768389,Tag,Performance|Karnofsky|90,Add
NCT02770378,Tag,Performance|Karnofsky|90,Add
NCT02774421,Tag,Performance|Karnofsky|90,Add
NCT02774681,Tag,Performance|Karnofsky|90,Add
NCT02781792,Tag,Performance|Karnofsky|90,Add
NCT02783495,Tag,Performance|Karnofsky|90,Add
NCT02794883,Tag,Performance|Karnofsky|90,Add
NCT02796261,Tag,Performance|Karnofsky|90,Add
NCT02798406,Tag,Performance|Karnofsky|90,Add
NCT02799238,Tag,Performance|Karnofsky|90,Add
NCT02808364,Tag,Performance|Karnofsky|90,Add
NCT02808416,Tag,Performance|Karnofsky|90,Add
NCT02824133,Tag,Performance|Karnofsky|90,Add
NCT02824731,Tag,Performance|Karnofsky|90,Add
NCT02829931,Tag,Performance|Karnofsky|90,Add
NCT02831257,Tag,Performance|Karnofsky|90,Add
NCT02831959,Tag,Performance|Karnofsky|90,Add
NCT02839954,Tag,Performance|Karnofsky|90,Add
NCT02840123,Tag,Performance|Karnofsky|90,Add
NCT02840409,Tag,Performance|Karnofsky|90,Add
NCT02843230,Tag,Performance|Karnofsky|90,Add
NCT02844062,Tag,Performance|Karnofsky|90,Add
NCT02844439,Tag,Performance|Karnofsky|90,Add
NCT02847559,Tag,Performance|Karnofsky|90,Add
NCT02850744,Tag,Performance|Karnofsky|90,Add
NCT02852655,Tag,Performance|Karnofsky|90,Add
NCT02853565,Tag,Performance|Karnofsky|90,Add
NCT02855086,Tag,Performance|Karnofsky|90,Add
NCT02858869,Tag,Performance|Karnofsky|90,Add
NCT02858895,Tag,Performance|Karnofsky|90,Add
NCT02859857,Tag,Performance|Karnofsky|90,Add
NCT02866747,Tag,Performance|Karnofsky|90,Add
NCT02869243,Tag,Performance|Karnofsky|90,Add
NCT02871843,Tag,Performance|Karnofsky|90,Add
NCT02876003,Tag,Performance|Karnofsky|90,Add
NCT02885324,Tag,Performance|Karnofsky|90,Add
NCT02892708,Tag,Performance|Karnofsky|90,Add
NCT02899715,Tag,Performance|Karnofsky|90,Add
NCT02903069,Tag,Performance|Karnofsky|90,Add
NCT02905110,Tag,Performance|Karnofsky|90,Add
NCT02909777,Tag,Performance|Karnofsky|90,Add
NCT02926222,Tag,Performance|Karnofsky|90,Add
NCT02928575,Tag,Performance|Karnofsky|90,Add
NCT02937844,Tag,Performance|Karnofsky|90,Add
NCT02939378,Tag,Performance|Karnofsky|90,Add
NCT02940483,Tag,Performance|Karnofsky|90,Add
NCT02960230,Tag,Performance|Karnofsky|90,Add
NCT02970448,Tag,Performance|Karnofsky|90,Add
NCT02974621,Tag,Performance|Karnofsky|90,Add
NCT02978261,Tag,Performance|Karnofsky|90,Add
NCT02986178,Tag,Performance|Karnofsky|90,Add
NCT02986815,Tag,Performance|Karnofsky|90,Add
NCT02992015,Tag,Performance|Karnofsky|90,Add
NCT03018288,Tag,Performance|Karnofsky|90,Add
NCT03020017,Tag,Performance|Karnofsky|90,Add
NCT03032484,Tag,Performance|Karnofsky|90,Add
NCT03033992,Tag,Performance|Karnofsky|90,Add
NCT03034135,Tag,Performance|Karnofsky|90,Add
NCT03047473,Tag,Performance|Karnofsky|90,Add
NCT03050736,Tag,Performance|Karnofsky|90,Add
NCT03055208,Tag,Performance|Karnofsky|90,Add
NCT03058198,Tag,Performance|Karnofsky|90,Add
NCT03067753,Tag,Performance|Karnofsky|90,Add
NCT03071874,Tag,Performance|Karnofsky|90,Add
NCT03075072,Tag,Performance|Karnofsky|90,Add
NCT03086616,Tag,Performance|Karnofsky|90,Add
NCT03115333,Tag,Performance|Karnofsky|90,Add
NCT03115398,Tag,Performance|Karnofsky|90,Add
NCT03122197,Tag,Performance|Karnofsky|90,Add
NCT03139916,Tag,Performance|Karnofsky|90,Add
NCT03168919,Tag,Performance|Karnofsky|90,Add
NCT03180502,Tag,Performance|Karnofsky|90,Add
NCT03180697,Tag,Performance|Karnofsky|90,Add
NCT03181581,Tag,Performance|Karnofsky|90,Add
NCT03184038,Tag,Performance|Karnofsky|90,Add
NCT03194971,Tag,Performance|Karnofsky|90,Add
NCT03206021,Tag,Performance|Karnofsky|90,Add
NCT03212742,Tag,Performance|Karnofsky|90,Add
NCT03216499,Tag,Performance|Karnofsky|90,Add
NCT03223675,Tag,Performance|Karnofsky|90,Add
NCT03223922,Tag,Performance|Karnofsky|90,Add
NCT03225300,Tag,Performance|Karnofsky|90,Add
NCT03226483,Tag,Performance|Karnofsky|90,Add
NCT03234595,Tag,Performance|Karnofsky|90,Add
NCT03243851,Tag,Performance|Karnofsky|90,Add
NCT03245151,Tag,Performance|Karnofsky|90,Add
NCT03257124,Tag,Performance|Karnofsky|90,Add
NCT03257631,Tag,Performance|Karnofsky|90,Add
NCT03267836,Tag,Performance|Karnofsky|90,Add
NCT03277638,Tag,Performance|Karnofsky|90,Add
NCT03278249,Tag,Performance|Karnofsky|90,Add
NCT03279692,Tag,Performance|Karnofsky|90,Add
NCT03288272,Tag,Performance|Karnofsky|90,Add
NCT03291977,Tag,Performance|Karnofsky|90,Add
NCT03291990,Tag,Performance|Karnofsky|90,Add
NCT03294486,Tag,Performance|Karnofsky|90,Add
NCT03297125,Tag,Performance|Karnofsky|90,Add
NCT03328884,Tag,Performance|Karnofsky|90,Add
NCT03335280,Tag,Performance|Karnofsky|90,Add
NCT03352427,Tag,Performance|Karnofsky|90,Add
NCT03355794,Tag,Performance|Karnofsky|90,Add
NCT03374943,Tag,Performance|Karnofsky|90,Add
NCT03382977,Tag,Performance|Karnofsky|90,Add
NCT03383978,Tag,Performance|Karnofsky|90,Add
NCT00001595,Tag,Performance|Karnofsky|Unspecified,Add
NCT00001686,Tag,Performance|Karnofsky|Unspecified,Add
NCT00002647,Tag,Performance|Karnofsky|Unspecified,Add
NCT00009035,Tag,Performance|Karnofsky|Unspecified,Add
NCT00054496,Tag,Performance|Karnofsky|Unspecified,Add
NCT00054756,Tag,Performance|Karnofsky|Unspecified,Add
NCT00060541,Tag,Performance|Karnofsky|Unspecified,Add
NCT00082745,Tag,Performance|Karnofsky|Unspecified,Add
NCT00089245,Tag,Performance|Karnofsky|Unspecified,Add
NCT00103038,Tag,Performance|Karnofsky|Unspecified,Add
NCT00125710,Tag,Performance|Karnofsky|Unspecified,Add
NCT00152659,Tag,Performance|Karnofsky|Unspecified,Add
NCT00180791,Tag,Performance|Karnofsky|Unspecified,Add
NCT00207350,Tag,Performance|Karnofsky|Unspecified,Add
NCT00268684,Tag,Performance|Karnofsky|Unspecified,Add
NCT00276640,Tag,Performance|Karnofsky|Unspecified,Add
NCT00311857,Tag,Performance|Karnofsky|Unspecified,Add
NCT00323076,Tag,Performance|Karnofsky|Unspecified,Add
NCT00330109,Tag,Performance|Karnofsky|Unspecified,Add
NCT00336024,Tag,Performance|Karnofsky|Unspecified,Add
NCT00352599,Tag,Performance|Karnofsky|Unspecified,Add
NCT00418899,Tag,Performance|Karnofsky|Unspecified,Add
NCT00445965,Tag,Performance|Karnofsky|Unspecified,Add
NCT00452959,Tag,Performance|Karnofsky|Unspecified,Add
NCT00461188,Tag,Performance|Karnofsky|Unspecified,Add
NCT00470366,Tag,Performance|Karnofsky|Unspecified,Add
NCT00490334,Tag,Performance|Karnofsky|Unspecified,Add
NCT00514397,Tag,Performance|Karnofsky|Unspecified,Add
NCT00528437,Tag,Performance|Karnofsky|Unspecified,Add
NCT00532064,Tag,Performance|Karnofsky|Unspecified,Add
NCT00551122,Tag,Performance|Karnofsky|Unspecified,Add
NCT00553943,Tag,Performance|Karnofsky|Unspecified,Add
NCT00598351,Tag,Performance|Karnofsky|Unspecified,Add
NCT00598949,Tag,Performance|Karnofsky|Unspecified,Add
NCT00628940,Tag,Performance|Karnofsky|Unspecified,Add
NCT00647049,Tag,Performance|Karnofsky|Unspecified,Add
NCT00653068,Tag,Performance|Karnofsky|Unspecified,Add
NCT00686387,Tag,Performance|Karnofsky|Unspecified,Add
NCT00707343,Tag,Performance|Karnofsky|Unspecified,Add
NCT00724191,Tag,Performance|Karnofsky|Unspecified,Add
NCT00760409,Tag,Performance|Karnofsky|Unspecified,Add
NCT00798057,Tag,Performance|Karnofsky|Unspecified,Add
NCT00813787,Tag,Performance|Karnofsky|Unspecified,Add
NCT00852501,Tag,Performance|Karnofsky|Unspecified,Add
NCT00857922,Tag,Performance|Karnofsky|Unspecified,Add
NCT00862173,Tag,Performance|Karnofsky|Unspecified,Add
NCT00876759,Tag,Performance|Karnofsky|Unspecified,Add
NCT00876993,Tag,Performance|Karnofsky|Unspecified,Add
NCT00880061,Tag,Performance|Karnofsky|Unspecified,Add
NCT00897286,Tag,Performance|Karnofsky|Unspecified,Add
NCT00898755,Tag,Performance|Karnofsky|Unspecified,Add
NCT00899834,Tag,Performance|Karnofsky|Unspecified,Add
NCT00928226,Tag,Performance|Karnofsky|Unspecified,Add
NCT00935090,Tag,Performance|Karnofsky|Unspecified,Add
NCT00939315,Tag,Performance|Karnofsky|Unspecified,Add
NCT00939523,Tag,Performance|Karnofsky|Unspecified,Add
NCT00958841,Tag,Performance|Karnofsky|Unspecified,Add
NCT00961090,Tag,Performance|Karnofsky|Unspecified,Add
NCT00967330,Tag,Performance|Karnofsky|Unspecified,Add
NCT00978562,Tag,Performance|Karnofsky|Unspecified,Add
NCT00981890,Tag,Performance|Karnofsky|Unspecified,Add
NCT01006044,Tag,Performance|Karnofsky|Unspecified,Add
NCT01009307,Tag,Performance|Karnofsky|Unspecified,Add
NCT01012609,Tag,Performance|Karnofsky|Unspecified,Add
NCT01063114,Tag,Performance|Karnofsky|Unspecified,Add
NCT01106508,Tag,Performance|Karnofsky|Unspecified,Add
NCT01106794,Tag,Performance|Karnofsky|Unspecified,Add
NCT01115777,Tag,Performance|Karnofsky|Unspecified,Add
NCT01117168,Tag,Performance|Karnofsky|Unspecified,Add
NCT01120639,Tag,Performance|Karnofsky|Unspecified,Add
NCT01137682,Tag,Performance|Karnofsky|Unspecified,Add
NCT01165632,Tag,Performance|Karnofsky|Unspecified,Add
NCT01170000,Tag,Performance|Karnofsky|Unspecified,Add
NCT01172912,Tag,Performance|Karnofsky|Unspecified,Add
NCT01183663,Tag,Performance|Karnofsky|Unspecified,Add
NCT01208831,Tag,Performance|Karnofsky|Unspecified,Add
NCT01217996,Tag,Performance|Karnofsky|Unspecified,Add
NCT01222728,Tag,Performance|Karnofsky|Unspecified,Add
NCT01222780,Tag,Performance|Karnofsky|Unspecified,Add
NCT01236560,Tag,Performance|Karnofsky|Unspecified,Add
NCT01240161,Tag,Performance|Karnofsky|Unspecified,Add
NCT01246869,Tag,Performance|Karnofsky|Unspecified,Add
NCT01269918,Tag,Performance|Karnofsky|Unspecified,Add
NCT01272622,Tag,Performance|Karnofsky|Unspecified,Add
NCT01295762,Tag,Performance|Karnofsky|Unspecified,Add
NCT01305122,Tag,Performance|Karnofsky|Unspecified,Add
NCT01331239,Tag,Performance|Karnofsky|Unspecified,Add
NCT01331616,Tag,Performance|Karnofsky|Unspecified,Add
NCT01345370,Tag,Performance|Karnofsky|Unspecified,Add
NCT01346267,Tag,Performance|Karnofsky|Unspecified,Add
NCT01347307,Tag,Performance|Karnofsky|Unspecified,Add
NCT01358058,Tag,Performance|Karnofsky|Unspecified,Add
NCT01368133,Tag,Performance|Karnofsky|Unspecified,Add
NCT01377701,Tag,Performance|Karnofsky|Unspecified,Add
NCT01378975,Tag,Performance|Karnofsky|Unspecified,Add
NCT01381718,Tag,Performance|Karnofsky|Unspecified,Add
NCT01390948,Tag,Performance|Karnofsky|Unspecified,Add
NCT01410006,Tag,Performance|Karnofsky|Unspecified,Add
NCT01419067,Tag,Performance|Karnofsky|Unspecified,Add
NCT01419834,Tag,Performance|Karnofsky|Unspecified,Add
NCT01424839,Tag,Performance|Karnofsky|Unspecified,Add
NCT01441596,Tag,Performance|Karnofsky|Unspecified,Add
NCT01442220,Tag,Performance|Karnofsky|Unspecified,Add
NCT01444209,Tag,Performance|Karnofsky|Unspecified,Add
NCT01445288,Tag,Performance|Karnofsky|Unspecified,Add
NCT01447810,Tag,Performance|Karnofsky|Unspecified,Add
NCT01452854,Tag,Performance|Karnofsky|Unspecified,Add
NCT01456455,Tag,Performance|Karnofsky|Unspecified,Add
NCT01465672,Tag,Performance|Karnofsky|Unspecified,Add
NCT01467986,Tag,Performance|Karnofsky|Unspecified,Add
NCT01484873,Tag,Performance|Karnofsky|Unspecified,Add
NCT01493219,Tag,Performance|Karnofsky|Unspecified,Add
NCT01494662,Tag,Performance|Karnofsky|Unspecified,Add
NCT01502280,Tag,Performance|Karnofsky|Unspecified,Add
NCT01503086,Tag,Performance|Karnofsky|Unspecified,Add
NCT01503827,Tag,Performance|Karnofsky|Unspecified,Add
NCT01508221,Tag,Performance|Karnofsky|Unspecified,Add
NCT01512147,Tag,Performance|Karnofsky|Unspecified,Add
NCT01517776,Tag,Performance|Karnofsky|Unspecified,Add
NCT01525459,Tag,Performance|Karnofsky|Unspecified,Add
NCT01526837,Tag,Performance|Karnofsky|Unspecified,Add
NCT01528670,Tag,Performance|Karnofsky|Unspecified,Add
NCT01535430,Tag,Performance|Karnofsky|Unspecified,Add
NCT01535898,Tag,Performance|Karnofsky|Unspecified,Add
NCT01540175,Tag,Performance|Karnofsky|Unspecified,Add
NCT01541800,Tag,Performance|Karnofsky|Unspecified,Add
NCT01542736,Tag,Performance|Karnofsky|Unspecified,Add
NCT01549392,Tag,Performance|Karnofsky|Unspecified,Add
NCT01551680,Tag,Performance|Karnofsky|Unspecified,Add
NCT01556230,Tag,Performance|Karnofsky|Unspecified,Add
NCT01568359,Tag,Performance|Karnofsky|Unspecified,Add
NCT01579253,Tag,Performance|Karnofsky|Unspecified,Add
NCT01586078,Tag,Performance|Karnofsky|Unspecified,Add
NCT01592968,Tag,Performance|Karnofsky|Unspecified,Add
NCT01595126,Tag,Performance|Karnofsky|Unspecified,Add
NCT01595139,Tag,Performance|Karnofsky|Unspecified,Add
NCT01598597,Tag,Performance|Karnofsky|Unspecified,Add
NCT01599052,Tag,Performance|Karnofsky|Unspecified,Add
NCT01601314,Tag,Performance|Karnofsky|Unspecified,Add
NCT01602666,Tag,Performance|Karnofsky|Unspecified,Add
NCT01613417,Tag,Performance|Karnofsky|Unspecified,Add
NCT01617733,Tag,Performance|Karnofsky|Unspecified,Add
NCT01618747,Tag,Performance|Karnofsky|Unspecified,Add
NCT01620138,Tag,Performance|Karnofsky|Unspecified,Add
NCT01621295,Tag,Performance|Karnofsky|Unspecified,Add
NCT01624766,Tag,Performance|Karnofsky|Unspecified,Add
NCT01631552,Tag,Performance|Karnofsky|Unspecified,Add
NCT01637753,Tag,Performance|Karnofsky|Unspecified,Add
NCT01638130,Tag,Performance|Karnofsky|Unspecified,Add
NCT01640509,Tag,Performance|Karnofsky|Unspecified,Add
NCT01655927,Tag,Performance|Karnofsky|Unspecified,Add
NCT01657734,Tag,Performance|Karnofsky|Unspecified,Add
NCT01688401,Tag,Performance|Karnofsky|Unspecified,Add
NCT01689064,Tag,Performance|Karnofsky|Unspecified,Add
NCT01689402,Tag,Performance|Karnofsky|Unspecified,Add
NCT01693562,Tag,Performance|Karnofsky|Unspecified,Add
NCT01700569,Tag,Performance|Karnofsky|Unspecified,Add
NCT01703481,Tag,Performance|Karnofsky|Unspecified,Add
NCT01707836,Tag,Performance|Karnofsky|Unspecified,Add
NCT01723020,Tag,Performance|Karnofsky|Unspecified,Add
NCT01727531,Tag,Performance|Karnofsky|Unspecified,Add
NCT01738880,Tag,Performance|Karnofsky|Unspecified,Add
NCT01742260,Tag,Performance|Karnofsky|Unspecified,Add
NCT01745081,Tag,Performance|Karnofsky|Unspecified,Add
NCT01755624,Tag,Performance|Karnofsky|Unspecified,Add
NCT01756352,Tag,Performance|Karnofsky|Unspecified,Add
NCT01756989,Tag,Performance|Karnofsky|Unspecified,Add
NCT01770626,Tag,Performance|Karnofsky|Unspecified,Add
NCT01772771,Tag,Performance|Karnofsky|Unspecified,Add
NCT01777633,Tag,Performance|Karnofsky|Unspecified,Add
NCT01779219,Tag,Performance|Karnofsky|Unspecified,Add
NCT01800032,Tag,Performance|Karnofsky|Unspecified,Add
NCT01801371,Tag,Performance|Karnofsky|Unspecified,Add
NCT01801813,Tag,Performance|Karnofsky|Unspecified,Add
NCT01801852,Tag,Performance|Karnofsky|Unspecified,Add
NCT01806155,Tag,Performance|Karnofsky|Unspecified,Add
NCT01806675,Tag,Performance|Karnofsky|Unspecified,Add
NCT01810744,Tag,Performance|Karnofsky|Unspecified,Add
NCT01811121,Tag,Performance|Karnofsky|Unspecified,Add
NCT01813877,Tag,Performance|Karnofsky|Unspecified,Add
NCT01818713,Tag,Performance|Karnofsky|Unspecified,Add
NCT01846871,Tag,Performance|Karnofsky|Unspecified,Add
NCT01849549,Tag,Performance|Karnofsky|Unspecified,Add
NCT01849952,Tag,Performance|Karnofsky|Unspecified,Add
NCT01857453,Tag,Performance|Karnofsky|Unspecified,Add
NCT01861717,Tag,Performance|Karnofsky|Unspecified,Add
NCT01867593,Tag,Performance|Karnofsky|Unspecified,Add
NCT01878266,Tag,Performance|Karnofsky|Unspecified,Add
NCT01878617,Tag,Performance|Karnofsky|Unspecified,Add
NCT01881386,Tag,Performance|Karnofsky|Unspecified,Add
NCT01891838,Tag,Performance|Karnofsky|Unspecified,Add
NCT01902420,Tag,Performance|Karnofsky|Unspecified,Add
NCT01903967,Tag,Performance|Karnofsky|Unspecified,Add
NCT01923922,Tag,Performance|Karnofsky|Unspecified,Add
NCT01924351,Tag,Performance|Karnofsky|Unspecified,Add
NCT01926171,Tag,Performance|Karnofsky|Unspecified,Add
NCT01929720,Tag,Performance|Karnofsky|Unspecified,Add
NCT01934894,Tag,Performance|Karnofsky|Unspecified,Add
NCT01941602,Tag,Performance|Karnofsky|Unspecified,Add
NCT01944761,Tag,Performance|Karnofsky|Unspecified,Add
NCT01951950,Tag,Performance|Karnofsky|Unspecified,Add
NCT01952769,Tag,Performance|Karnofsky|Unspecified,Add
NCT01970865,Tag,Performance|Karnofsky|Unspecified,Add
NCT01974804,Tag,Performance|Karnofsky|Unspecified,Add
NCT01975701,Tag,Performance|Karnofsky|Unspecified,Add
NCT01978236,Tag,Performance|Karnofsky|Unspecified,Add
NCT01991977,Tag,Performance|Karnofsky|Unspecified,Add
NCT01996527,Tag,Performance|Karnofsky|Unspecified,Add
NCT02006407,Tag,Performance|Karnofsky|Unspecified,Add
NCT02007798,Tag,Performance|Karnofsky|Unspecified,Add
NCT02017249,Tag,Performance|Karnofsky|Unspecified,Add
NCT02022800,Tag,Performance|Karnofsky|Unspecified,Add
NCT02023346,Tag,Performance|Karnofsky|Unspecified,Add
NCT02023905,Tag,Performance|Karnofsky|Unspecified,Add
NCT02028325,Tag,Performance|Karnofsky|Unspecified,Add
NCT02034708,Tag,Performance|Karnofsky|Unspecified,Add
NCT02034799,Tag,Performance|Karnofsky|Unspecified,Add
NCT02037945,Tag,Performance|Karnofsky|Unspecified,Add
NCT02038348,Tag,Performance|Karnofsky|Unspecified,Add
NCT02040376,Tag,Performance|Karnofsky|Unspecified,Add
NCT02045381,Tag,Performance|Karnofsky|Unspecified,Add
NCT02052778,Tag,Performance|Karnofsky|Unspecified,Add
NCT02058745,Tag,Performance|Karnofsky|Unspecified,Add
NCT02058953,Tag,Performance|Karnofsky|Unspecified,Add
NCT02060890,Tag,Performance|Karnofsky|Unspecified,Add
NCT02060955,Tag,Performance|Karnofsky|Unspecified,Add
NCT02062372,Tag,Performance|Karnofsky|Unspecified,Add
NCT02066220,Tag,Performance|Karnofsky|Unspecified,Add
NCT02070380,Tag,Performance|Karnofsky|Unspecified,Add
NCT02077504,Tag,Performance|Karnofsky|Unspecified,Add
NCT02078401,Tag,Performance|Karnofsky|Unspecified,Add
NCT02084134,Tag,Performance|Karnofsky|Unspecified,Add
NCT02090010,Tag,Performance|Karnofsky|Unspecified,Add
NCT02092038,Tag,Performance|Karnofsky|Unspecified,Add
NCT02093117,Tag,Performance|Karnofsky|Unspecified,Add
NCT02095353,Tag,Performance|Karnofsky|Unspecified,Add
